AnzscoCode,Level,Date,NoOfVacancies,State,Title
5B,3,01/08/2007,5949.21,VIC,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/08/2007,7513.91,VIC,SALES WORKERS
61,3,01/08/2007,2124.72,VIC,Sales Representatives and Agents
62,3,01/08/2007,4614.53,VIC,Sales Assistants and Salespersons
63,3,01/08/2007,770.23,VIC,Sales Support Workers
7,2,01/08/2007,3717.17,VIC,MACHINERY OPERATORS AND DRIVERS
71,3,01/08/2007,752.66,VIC,Machine and Stationary Plant Operators
72,3,01/08/2007,648.97,VIC,Mobile Plant Operators
7A,3,01/08/2007,2327.85,VIC,Drivers and Storepersons
8,2,01/08/2007,7495.91,VIC,LABOURERS
81,3,01/08/2007,1127.93,VIC,Cleaners and Laundry Workers
82,3,01/08/2007,380.32,VIC,Construction and Mining Labourers
83,3,01/08/2007,1477.84,VIC,Factory Process Workers
84,3,01/08/2007,581.7,VIC,"Farm, Forestry and Garden Workers"
85,3,01/08/2007,653.23,VIC,Food Preparation Assistants
89,3,01/08/2007,3290.76,VIC,Other Labourers
0,1,01/08/2007,66307.72,QLD,QLD TOTAL
1,2,01/08/2007,5747.87,QLD,MANAGERS
11,3,01/08/2007,176.6,QLD,"Chief Executives, Managing Directors & Legislators"
12,3,01/08/2007,28.33,QLD,Farmers and Farm Managers
14,3,01/08/2007,1286.56,QLD,"Hospitality, Retail and Service Managers"
1A,3,01/08/2007,1944.17,QLD,Corporate Managers
1B,3,01/08/2007,1934.13,QLD,"Construction, Production and Distribution Managers"
1C,3,01/08/2007,334.29,QLD,"Health, Education, ICT and Other Managers"
2,2,01/08/2007,13797.25,QLD,PROFESSIONALS
21,3,01/08/2007,213.8,QLD,Arts and Media Professionals
24,3,01/08/2007,279.9,QLD,Education Professionals
26,3,01/08/2007,2009.79,QLD,ICT Professionals
27,3,01/08/2007,1602.47,QLD,"Legal, Social and Welfare Professionals"
2A,3,01/08/2007,3453.44,QLD,"Business, Finance and Human Resource Professionals"
2B,3,01/08/2007,328.7,QLD,Information Professionals
2C,3,01/08/2007,502.56,QLD,"Sales, Marketing & Public Relations Professionals"
2D,3,01/08/2007,864.87,QLD,"Transport and Design Professionals, and Architects"
2E,3,01/08/2007,2616.25,QLD,Engineers
2F,3,01/08/2007,320.33,QLD,Science Professionals and Veterinarians
2G,3,01/08/2007,600.31,QLD,Health Diagnostic and Therapy Professionals
2H,3,01/08/2007,855.16,QLD,Medical Practitioners and Nurses
3,2,01/08/2007,9107.26,QLD,TECHNICIANS AND TRADES WORKERS
31,3,01/08/2007,2475.12,QLD,"Engineering, ICT and Science Technicians"
32,3,01/08/2007,1966.02,QLD,Automotive and Engineering Trades Workers
33,3,01/08/2007,1340.21,QLD,Construction Trades Workers
34,3,01/08/2007,866.04,QLD,Electrotechnology and Telecommunications Trades Workers
35,3,01/08/2007,1424.7,QLD,Food Trades Workers
36,3,01/08/2007,291.18,QLD,Skilled Animal and Horticultural Workers
3A,3,01/08/2007,623.01,QLD,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/08/2007,161.22,QLD,"Jewellers, Arts and Other Trades Workers"
4,2,01/08/2007,4212.48,QLD,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/08/2007,265.34,QLD,Health and Welfare Support Workers
42,3,01/08/2007,1219.57,QLD,Carers and Aides
43,3,01/08/2007,1712.44,QLD,Hospitality Workers
44,3,01/08/2007,319.71,QLD,Protective Service Workers
45,3,01/08/2007,629.62,QLD,"Sports, Travel and Personal Service Workers"
5,2,01/08/2007,12864.28,QLD,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/08/2007,2693.52,QLD,Numerical Clerks
56,3,01/08/2007,461.85,QLD,Clerical and Office Support Workers
59,3,01/08/2007,1315.85,QLD,Other Clerical and Administrative Workers
5A,3,01/08/2007,2338.57,QLD,"Office Managers, Administrators and Secretaries"
5B,3,01/08/2007,6002.38,QLD,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/08/2007,6393.86,QLD,SALES WORKERS
61,3,01/08/2007,1923.73,QLD,Sales Representatives and Agents
62,3,01/08/2007,3877.31,QLD,Sales Assistants and Salespersons
63,3,01/08/2007,634.6,QLD,Sales Support Workers
7,2,01/08/2007,4544.54,QLD,MACHINERY OPERATORS AND DRIVERS
71,3,01/08/2007,811.67,QLD,Machine and Stationary Plant Operators
72,3,01/08/2007,834.81,QLD,Mobile Plant Operators
7A,3,01/08/2007,2893.18,QLD,Drivers and Storepersons
8,2,01/08/2007,9820.11,QLD,LABOURERS
81,3,01/08/2007,1746.13,QLD,Cleaners and Laundry Workers
82,3,01/08/2007,633.95,QLD,Construction and Mining Labourers
83,3,01/08/2007,1327.92,QLD,Factory Process Workers
84,3,01/08/2007,636.39,QLD,"Farm, Forestry and Garden Workers"
85,3,01/08/2007,762.2,QLD,Food Preparation Assistants
89,3,01/08/2007,4716.23,QLD,Other Labourers
0,1,01/08/2007,15855.43,SA,SA TOTAL
1,2,01/08/2007,1291.07,SA,MANAGERS
11,3,01/08/2007,51.67,SA,"Chief Executives, Managing Directors & Legislators"
12,3,01/08/2007,6.92,SA,Farmers and Farm Managers
14,3,01/08/2007,318.88,SA,"Hospitality, Retail and Service Managers"
1A,3,01/08/2007,431.28,SA,Corporate Managers
1B,3,01/08/2007,373.87,SA,"Construction, Production and Distribution Managers"
1C,3,01/08/2007,91.32,SA,"Health, Education, ICT and Other Managers"
2,2,01/08/2007,2967.01,SA,PROFESSIONALS
21,3,01/08/2007,59.67,SA,Arts and Media Professionals
24,3,01/08/2007,108.16,SA,Education Professionals
26,3,01/08/2007,475.65,SA,ICT Professionals
27,3,01/08/2007,259.4,SA,"Legal, Social and Welfare Professionals"
2A,3,01/08/2007,738.9,SA,"Business, Finance and Human Resource Professionals"
2B,3,01/08/2007,95.27,SA,Information Professionals
2C,3,01/08/2007,133.2,SA,"Sales, Marketing & Public Relations Professionals"
2D,3,01/08/2007,113.61,SA,"Transport and Design Professionals, and Architects"
2E,3,01/08/2007,416.08,SA,Engineers
2F,3,01/08/2007,127.15,SA,Science Professionals and Veterinarians
2G,3,01/08/2007,150.32,SA,Health Diagnostic and Therapy Professionals
2H,3,01/08/2007,283.23,SA,Medical Practitioners and Nurses
3,2,01/08/2007,2115.41,SA,TECHNICIANS AND TRADES WORKERS
31,3,01/08/2007,409.84,SA,"Engineering, ICT and Science Technicians"
32,3,01/08/2007,604.57,SA,Automotive and Engineering Trades Workers
33,3,01/08/2007,206.31,SA,Construction Trades Workers
34,3,01/08/2007,201.13,SA,Electrotechnology and Telecommunications Trades Workers
35,3,01/08/2007,403.5,SA,Food Trades Workers
36,3,01/08/2007,90.37,SA,Skilled Animal and Horticultural Workers
3A,3,01/08/2007,193.79,SA,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/08/2007,53.95,SA,"Jewellers, Arts and Other Trades Workers"
4,2,01/08/2007,1177.51,SA,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/08/2007,90.02,SA,Health and Welfare Support Workers
42,3,01/08/2007,367.18,SA,Carers and Aides
43,3,01/08/2007,476.87,SA,Hospitality Workers
44,3,01/08/2007,92.98,SA,Protective Service Workers
45,3,01/08/2007,156.96,SA,"Sports, Travel and Personal Service Workers"
5,2,01/08/2007,2708.12,SA,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/08/2007,515.88,SA,Numerical Clerks
56,3,01/08/2007,82.03,SA,Clerical and Office Support Workers
59,3,01/08/2007,268.11,SA,Other Clerical and Administrative Workers
5A,3,01/08/2007,405.92,SA,"Office Managers, Administrators and Secretaries"
5B,3,01/08/2007,1446.45,SA,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/08/2007,1684.34,SA,SALES WORKERS
61,3,01/08/2007,409.61,SA,Sales Representatives and Agents
62,3,01/08/2007,1084.99,SA,Sales Assistants and Salespersons
63,3,01/08/2007,145.68,SA,Sales Support Workers
7,2,01/08/2007,1202,SA,MACHINERY OPERATORS AND DRIVERS
71,3,01/08/2007,263.06,SA,Machine and Stationary Plant Operators
72,3,01/08/2007,264.26,SA,Mobile Plant Operators
7A,3,01/08/2007,693.54,SA,Drivers and Storepersons
8,2,01/08/2007,2726.32,SA,LABOURERS
81,3,01/08/2007,448.85,SA,Cleaners and Laundry Workers
82,3,01/08/2007,155.53,SA,Construction and Mining Labourers
83,3,01/08/2007,514.46,SA,Factory Process Workers
84,3,01/08/2007,218.34,SA,"Farm, Forestry and Garden Workers"
85,3,01/08/2007,260.05,SA,Food Preparation Assistants
89,3,01/08/2007,1150.3,SA,Other Labourers
0,1,01/08/2007,26210.29,WA,WA TOTAL
1,2,01/08/2007,2434.73,WA,MANAGERS
11,3,01/08/2007,58.03,WA,"Chief Executives, Managing Directors & Legislators"
12,3,01/08/2007,12.43,WA,Farmers and Farm Managers
14,3,01/08/2007,505.36,WA,"Hospitality, Retail and Service Managers"
1A,3,01/08/2007,916.31,WA,Corporate Managers
1B,3,01/08/2007,828.91,WA,"Construction, Production and Distribution Managers"
1C,3,01/08/2007,113.22,WA,"Health, Education, ICT and Other Managers"
2,2,01/08/2007,6463.82,WA,PROFESSIONALS
21,3,01/08/2007,95.25,WA,Arts and Media Professionals
24,3,01/08/2007,163.17,WA,Education Professionals
26,3,01/08/2007,1065.65,WA,ICT Professionals
27,3,01/08/2007,416.12,WA,"Legal, Social and Welfare Professionals"
2A,3,01/08/2007,1638.71,WA,"Business, Finance and Human Resource Professionals"
2B,3,01/08/2007,142.69,WA,Information Professionals
2C,3,01/08/2007,193.98,WA,"Sales, Marketing & Public Relations Professionals"
2D,3,01/08/2007,248.9,WA,"Transport and Design Professionals, and Architects"
2E,3,01/08/2007,1534.04,WA,Engineers
2F,3,01/08/2007,507.68,WA,Science Professionals and Veterinarians
2G,3,01/08/2007,219.11,WA,Health Diagnostic and Therapy Professionals
2H,3,01/08/2007,234.52,WA,Medical Practitioners and Nurses
3,2,01/08/2007,2946.35,WA,TECHNICIANS AND TRADES WORKERS
31,3,01/08/2007,944.62,WA,"Engineering, ICT and Science Technicians"
32,3,01/08/2007,799.94,WA,Automotive and Engineering Trades Workers
33,3,01/08/2007,189.38,WA,Construction Trades Workers
34,3,01/08/2007,450.49,WA,Electrotechnology and Telecommunications Trades Workers
35,3,01/08/2007,302.68,WA,Food Trades Workers
36,3,01/08/2007,113.92,WA,Skilled Animal and Horticultural Workers
3A,3,01/08/2007,99.02,WA,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/08/2007,61.52,WA,"Jewellers, Arts and Other Trades Workers"
4,2,01/08/2007,1234.67,WA,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/08/2007,71.08,WA,Health and Welfare Support Workers
42,3,01/08/2007,321.33,WA,Carers and Aides
43,3,01/08/2007,504.55,WA,Hospitality Workers
44,3,01/08/2007,129.44,WA,Protective Service Workers
45,3,01/08/2007,213.31,WA,"Sports, Travel and Personal Service Workers"
5,2,01/08/2007,6062.41,WA,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/08/2007,1429.1,WA,Numerical Clerks
56,3,01/08/2007,171.72,WA,Clerical and Office Support Workers
59,3,01/08/2007,597.84,WA,Other Clerical and Administrative Workers
5A,3,01/08/2007,965.45,WA,"Office Managers, Administrators and Secretaries"
5B,3,01/08/2007,2919.32,WA,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/08/2007,2470.26,WA,SALES WORKERS
61,3,01/08/2007,715.38,WA,Sales Representatives and Agents
62,3,01/08/2007,1567.66,WA,Sales Assistants and Salespersons
63,3,01/08/2007,204.06,WA,Sales Support Workers
7,2,01/08/2007,1684.14,WA,MACHINERY OPERATORS AND DRIVERS
71,3,01/08/2007,401.48,WA,Machine and Stationary Plant Operators
72,3,01/08/2007,356.73,WA,Mobile Plant Operators
7A,3,01/08/2007,931.11,WA,Drivers and Storepersons
8,2,01/08/2007,2994.34,WA,LABOURERS
81,3,01/08/2007,600.09,WA,Cleaners and Laundry Workers
82,3,01/08/2007,240.48,WA,Construction and Mining Labourers
83,3,01/08/2007,399.68,WA,Factory Process Workers
84,3,01/08/2007,133.91,WA,"Farm, Forestry and Garden Workers"
85,3,01/08/2007,276.75,WA,Food Preparation Assistants
89,3,01/08/2007,1338.87,WA,Other Labourers
0,1,01/08/2007,3336.54,TAS,TAS TOTAL
1,2,01/08/2007,216.09,TAS,MANAGERS
11,3,01/08/2007,16.13,TAS,"Chief Executives, Managing Directors & Legislators"
12,3,01/08/2007,5.16,TAS,Farmers and Farm Managers
14,3,01/08/2007,50.22,TAS,"Hospitality, Retail and Service Managers"
1A,3,01/08/2007,70.37,TAS,Corporate Managers
1B,3,01/08/2007,58.09,TAS,"Construction, Production and Distribution Managers"
1C,3,01/08/2007,22.1,TAS,"Health, Education, ICT and Other Managers"
2,2,01/08/2007,495.82,TAS,PROFESSIONALS
21,3,01/08/2007,17.35,TAS,Arts and Media Professionals
24,3,01/08/2007,63.75,TAS,Education Professionals
26,3,01/08/2007,38.98,TAS,ICT Professionals
27,3,01/08/2007,39.04,TAS,"Legal, Social and Welfare Professionals"
2A,3,01/08/2007,90.66,TAS,"Business, Finance and Human Resource Professionals"
2B,3,01/08/2007,22.14,TAS,Information Professionals
2C,3,01/08/2007,21.96,TAS,"Sales, Marketing & Public Relations Professionals"
2D,3,01/08/2007,24.11,TAS,"Transport and Design Professionals, and Architects"
2E,3,01/08/2007,64.4,TAS,Engineers
2F,3,01/08/2007,50.28,TAS,Science Professionals and Veterinarians
2G,3,01/08/2007,31.89,TAS,Health Diagnostic and Therapy Professionals
2H,3,01/08/2007,59.6,TAS,Medical Practitioners and Nurses
3,2,01/08/2007,428.68,TAS,TECHNICIANS AND TRADES WORKERS
31,3,01/08/2007,49.91,TAS,"Engineering, ICT and Science Technicians"
32,3,01/08/2007,107.77,TAS,Automotive and Engineering Trades Workers
33,3,01/08/2007,53.06,TAS,Construction Trades Workers
34,3,01/08/2007,32.75,TAS,Electrotechnology and Telecommunications Trades Workers
35,3,01/08/2007,115.7,TAS,Food Trades Workers
36,3,01/08/2007,29.2,TAS,Skilled Animal and Horticultural Workers
3A,3,01/08/2007,28.19,TAS,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/08/2007,7.84,TAS,"Jewellers, Arts and Other Trades Workers"
4,2,01/08/2007,284.91,TAS,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/08/2007,22.82,TAS,Health and Welfare Support Workers
42,3,01/08/2007,74.22,TAS,Carers and Aides
43,3,01/08/2007,123.75,TAS,Hospitality Workers
44,3,01/08/2007,34.88,TAS,Protective Service Workers
45,3,01/08/2007,24.98,TAS,"Sports, Travel and Personal Service Workers"
5,2,01/08/2007,444.48,TAS,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/08/2007,65.52,TAS,Numerical Clerks
56,3,01/08/2007,26.69,TAS,Clerical and Office Support Workers
59,3,01/08/2007,24.07,TAS,Other Clerical and Administrative Workers
5A,3,01/08/2007,57.78,TAS,"Office Managers, Administrators and Secretaries"
5B,3,01/08/2007,273.88,TAS,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/08/2007,382.8,TAS,SALES WORKERS
61,3,01/08/2007,93.48,TAS,Sales Representatives and Agents
62,3,01/08/2007,255.25,TAS,Sales Assistants and Salespersons
63,3,01/08/2007,35.37,TAS,Sales Support Workers
7,2,01/08/2007,261.13,TAS,MACHINERY OPERATORS AND DRIVERS
71,3,01/08/2007,33.65,TAS,Machine and Stationary Plant Operators
72,3,01/08/2007,54.24,TAS,Mobile Plant Operators
7A,3,01/08/2007,171.21,TAS,Drivers and Storepersons
8,2,01/08/2007,844.2,TAS,LABOURERS
81,3,01/08/2007,108.79,TAS,Cleaners and Laundry Workers
82,3,01/08/2007,87.63,TAS,Construction and Mining Labourers
83,3,01/08/2007,57.86,TAS,Factory Process Workers
84,3,01/08/2007,88.11,TAS,"Farm, Forestry and Garden Workers"
85,3,01/08/2007,63.19,TAS,Food Preparation Assistants
89,3,01/08/2007,441.85,TAS,Other Labourers
0,1,01/08/2007,3430.99,NT,NT TOTAL
1,2,01/08/2007,286.48,NT,MANAGERS
11,3,01/08/2007,11.37,NT,"Chief Executives, Managing Directors & Legislators"
12,3,01/08/2007,3.54,NT,Farmers and Farm Managers
14,3,01/08/2007,93.62,NT,"Hospitality, Retail and Service Managers"
1A,3,01/08/2007,73.33,NT,Corporate Managers
1B,3,01/08/2007,91.47,NT,"Construction, Production and Distribution Managers"
1C,3,01/08/2007,22.44,NT,"Health, Education, ICT and Other Managers"
2,2,01/08/2007,477.56,NT,PROFESSIONALS
21,3,01/08/2007,18.43,NT,Arts and Media Professionals
24,3,01/08/2007,32.46,NT,Education Professionals
26,3,01/08/2007,11.82,NT,ICT Professionals
27,3,01/08/2007,73.63,NT,"Legal, Social and Welfare Professionals"
2A,3,01/08/2007,94.34,NT,"Business, Finance and Human Resource Professionals"
2B,3,01/08/2007,27.15,NT,Information Professionals
2C,3,01/08/2007,13,NT,"Sales, Marketing & Public Relations Professionals"
2D,3,01/08/2007,25.4,NT,"Transport and Design Professionals, and Architects"
2E,3,01/08/2007,47.47,NT,Engineers
2F,3,01/08/2007,39.8,NT,Science Professionals and Veterinarians
2G,3,01/08/2007,32.87,NT,Health Diagnostic and Therapy Professionals
2H,3,01/08/2007,61.08,NT,Medical Practitioners and Nurses
3,2,01/08/2007,540.23,NT,TECHNICIANS AND TRADES WORKERS
31,3,01/08/2007,36.8,NT,"Engineering, ICT and Science Technicians"
32,3,01/08/2007,196.43,NT,Automotive and Engineering Trades Workers
33,3,01/08/2007,77.14,NT,Construction Trades Workers
34,3,01/08/2007,57.69,NT,Electrotechnology and Telecommunications Trades Workers
35,3,01/08/2007,118.96,NT,Food Trades Workers
36,3,01/08/2007,40.26,NT,Skilled Animal and Horticultural Workers
3A,3,01/08/2007,24.94,NT,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/08/2007,17.1,NT,"Jewellers, Arts and Other Trades Workers"
4,2,01/08/2007,332.23,NT,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/08/2007,38.41,NT,Health and Welfare Support Workers
42,3,01/08/2007,99.79,NT,Carers and Aides
43,3,01/08/2007,126,NT,Hospitality Workers
44,3,01/08/2007,28.89,NT,Protective Service Workers
45,3,01/08/2007,41.56,NT,"Sports, Travel and Personal Service Workers"
5,2,01/08/2007,597.26,NT,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/08/2007,87.64,NT,Numerical Clerks
56,3,01/08/2007,26.29,NT,Clerical and Office Support Workers
59,3,01/08/2007,34.41,NT,Other Clerical and Administrative Workers
5A,3,01/08/2007,90.39,NT,"Office Managers, Administrators and Secretaries"
5B,3,01/08/2007,358.54,NT,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/08/2007,308.05,NT,SALES WORKERS
61,3,01/08/2007,69.29,NT,Sales Representatives and Agents
62,3,01/08/2007,214.67,NT,Sales Assistants and Salespersons
63,3,01/08/2007,28.16,NT,Sales Support Workers
7,2,01/08/2007,270.06,NT,MACHINERY OPERATORS AND DRIVERS
71,3,01/08/2007,41.76,NT,Machine and Stationary Plant Operators
72,3,01/08/2007,51.36,NT,Mobile Plant Operators
7A,3,01/08/2007,175.28,NT,Drivers and Storepersons
8,2,01/08/2007,612.71,NT,LABOURERS
81,3,01/08/2007,138.62,NT,Cleaners and Laundry Workers
82,3,01/08/2007,52.14,NT,Construction and Mining Labourers
83,3,01/08/2007,20.38,NT,Factory Process Workers
84,3,01/08/2007,24.66,NT,"Farm, Forestry and Garden Workers"
85,3,01/08/2007,49.36,NT,Food Preparation Assistants
89,3,01/08/2007,325.48,NT,Other Labourers
0,1,01/08/2007,4500.83,ACT,ACT TOTAL
1,2,01/08/2007,620.32,ACT,MANAGERS
11,3,01/08/2007,15.5,ACT,"Chief Executives, Managing Directors & Legislators"
12,3,01/08/2007,1.1,ACT,Farmers and Farm Managers
14,3,01/08/2007,150.77,ACT,"Hospitality, Retail and Service Managers"
1A,3,01/08/2007,230.36,ACT,Corporate Managers
1B,3,01/08/2007,189.89,ACT,"Construction, Production and Distribution Managers"
1C,3,01/08/2007,54.09,ACT,"Health, Education, ICT and Other Managers"
2,2,01/08/2007,1622.73,ACT,PROFESSIONALS
21,3,01/08/2007,44.89,ACT,Arts and Media Professionals
24,3,01/08/2007,30.56,ACT,Education Professionals
26,3,01/08/2007,892.55,ACT,ICT Professionals
27,3,01/08/2007,77.32,ACT,"Legal, Social and Welfare Professionals"
2A,3,01/08/2007,267.49,ACT,"Business, Finance and Human Resource Professionals"
2B,3,01/08/2007,99.03,ACT,Information Professionals
2C,3,01/08/2007,41.83,ACT,"Sales, Marketing & Public Relations Professionals"
2D,3,01/08/2007,52.04,ACT,"Transport and Design Professionals, and Architects"
2E,3,01/08/2007,55.69,ACT,Engineers
2F,3,01/08/2007,13.15,ACT,Science Professionals and Veterinarians
2G,3,01/08/2007,21.16,ACT,Health Diagnostic and Therapy Professionals
2H,3,01/08/2007,26.44,ACT,Medical Practitioners and Nurses
3,2,01/08/2007,330.69,ACT,TECHNICIANS AND TRADES WORKERS
31,3,01/08/2007,146.07,ACT,"Engineering, ICT and Science Technicians"
32,3,01/08/2007,31.71,ACT,Automotive and Engineering Trades Workers
33,3,01/08/2007,24.99,ACT,Construction Trades Workers
34,3,01/08/2007,37.72,ACT,Electrotechnology and Telecommunications Trades Workers
35,3,01/08/2007,53.81,ACT,Food Trades Workers
36,3,01/08/2007,10.46,ACT,Skilled Animal and Horticultural Workers
3A,3,01/08/2007,16.32,ACT,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/08/2007,13.61,ACT,"Jewellers, Arts and Other Trades Workers"
4,2,01/08/2007,259.21,ACT,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/08/2007,17.61,ACT,Health and Welfare Support Workers
42,3,01/08/2007,73.87,ACT,Carers and Aides
43,3,01/08/2007,108.9,ACT,Hospitality Workers
44,3,01/08/2007,32.89,ACT,Protective Service Workers
45,3,01/08/2007,27.48,ACT,"Sports, Travel and Personal Service Workers"
5,2,01/08/2007,952.75,ACT,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/08/2007,172.18,ACT,Numerical Clerks
56,3,01/08/2007,22.34,ACT,Clerical and Office Support Workers
59,3,01/08/2007,57.18,ACT,Other Clerical and Administrative Workers
5A,3,01/08/2007,219.11,ACT,"Office Managers, Administrators and Secretaries"
